swap_count,depth,runtime,num_qubits,heuristic,cmap,trials,seed
65,41,0.26659083366394043,10,depth,ring_127.txt,20,83810
184,76,0.6119410991668701,16,depth,ring_127.txt,20,14592
394,130,1.301602840423584,22,depth,ring_127.txt,20,3278
749,196,2.7330739498138428,28,depth,ring_127.txt,20,97196
1418,297,4.915729761123657,34,depth,ring_127.txt,20,36048
1878,313,9.720016956329346,40,depth,ring_127.txt,20,32098
2770,462,13.248430252075195,46,depth,ring_127.txt,20,29256
4350,591,21.75413203239441,52,depth,ring_127.txt,20,18289
4461,540,30.337586879730225,58,depth,ring_127.txt,20,96530
5105,588,42.82247471809387,64,depth,ring_127.txt,20,13434
6718,777,53.504233837127686,70,depth,ring_127.txt,20,88696
6921,769,72.42098927497864,76,depth,ring_127.txt,20,97080
6880,639,85.79498481750488,82,depth,ring_127.txt,20,71482
11768,1130,132.96693086624146,88,depth,ring_127.txt,20,11395
12211,1066,154.43711185455322,94,depth,ring_127.txt,20,77397
11232,849,187.2080590724945,100,depth,ring_127.txt,20,55302
12782,916,217.51738286018372,106,depth,ring_127.txt,20,4165
17478,1312,227.70240926742554,112,depth,ring_127.txt,20,3905
17165,1287,257.8071873188019,118,depth,ring_127.txt,20,12280
23585,1479,327.29415822029114,127,depth,ring_127.txt,20,28657
62,53,0.2511777877807617,10,depth,heavy_hex_127.txt,20,83810
150,84,0.4580497741699219,16,depth,heavy_hex_127.txt,20,14592
345,168,1.1271388530731201,22,depth,heavy_hex_127.txt,20,3278
656,184,2.769097089767456,28,depth,heavy_hex_127.txt,20,97196
1004,287,4.486840009689331,34,depth,heavy_hex_127.txt,20,36048
1328,337,7.663301944732666,40,depth,heavy_hex_127.txt,20,32098
1958,458,12.155089855194092,46,depth,heavy_hex_127.txt,20,29256
2490,533,16.772411823272705,52,depth,heavy_hex_127.txt,20,18289
3017,571,23.46794295310974,58,depth,heavy_hex_127.txt,20,96530
3579,597,31.80330204963684,64,depth,heavy_hex_127.txt,20,13434
4886,706,42.349523067474365,70,depth,heavy_hex_127.txt,20,88696
5357,749,53.82000994682312,76,depth,heavy_hex_127.txt,20,97080
6405,895,66.37119698524475,82,depth,heavy_hex_127.txt,20,71482
7413,953,85.37566995620728,88,depth,heavy_hex_127.txt,20,11395
8533,1067,101.58655309677124,94,depth,heavy_hex_127.txt,20,77397
9765,1164,123.20203804969788,100,depth,heavy_hex_127.txt,20,55302
10917,1173,147.30515313148499,106,depth,heavy_hex_127.txt,20,4165
12464,1353,177.8932569026947,112,depth,heavy_hex_127.txt,20,3905
14268,1395,203.5176079273224,118,depth,heavy_hex_127.txt,20,12280
15670,1438,255.3659586906433,127,depth,heavy_hex_127.txt,20,28657
42,42,0.2462172508239746,10,depth,square_144.txt,20,83810
124,74,0.6385071277618408,16,depth,square_144.txt,20,14592
226,132,1.5708189010620117,22,depth,square_144.txt,20,3278
406,177,2.3481578826904297,28,depth,square_144.txt,20,97196
611,238,5.140207052230835,34,depth,square_144.txt,20,36048
812,270,8.28978180885315,40,depth,square_144.txt,20,32098
1230,376,12.384263038635254,46,depth,square_144.txt,20,29256
1507,422,17.94412112236023,52,depth,square_144.txt,20,18289
1935,482,24.899433851242065,58,depth,square_144.txt,20,96530
2435,568,34.42788624763489,64,depth,square_144.txt,20,13434
2852,571,43.702351093292236,70,depth,square_144.txt,20,88696
3601,723,38.21645402908325,76,depth,square_144.txt,20,97080
4103,738,40.976731061935425,82,depth,square_144.txt,20,71482
4532,826,48.3657648563385,88,depth,square_144.txt,20,11395
5568,944,59.14109802246094,94,depth,square_144.txt,20,77397
